orderid,customerid,storeid,orderdate
3082,1593,18,7/13/2018
3083,1957,74,5/11/2018
3084,1913,3,5/8/2018
3085,1110,68,9/16/2017
3086,1576,41,2/26/2018
3087,1920,50,10/13/2017
3088,1371,54,5/18/2018
3089,1518,22,11/2/2017
3090,1431,83,8/10/2018
3091,1925,45,3/24/2018
3092,1093,30,12/27/2017
3093,1981,33,4/6/2018
3094,1446,43,7/5/2018
3095,1070,53,12/31/2017
3096,1973,85,8/26/2018
3097,1508,97,1/20/2018
3098,1912,51,3/14/2018
3099,1514,76,8/12/2018
3100,1389,87,6/24/2018
3101,1479,73,7/6/2018
3102,1886,48,1/26/2018
3103,1528,62,10/15/2017
3104,1583,93,7/11/2018
3105,1859,29,6/22/2018
3106,1950,44,11/15/2017
3107,1862,25,12/7/2017
3108,1702,58,9/10/2018
3109,1611,23,11/13/2017
3110,1270,30,12/30/2017
3111,1843,88,11/26/2017
3112,1966,4,12/20/2017
3113,1469,33,3/10/2018
3114,1143,66,12/6/2017
3115,1460,7,8/31/2018
3116,1380,5,7/3/2018
3117,1185,80,11/17/2017
3118,1366,28,4/29/2018
3119,1531,27,8/31/2018
3120,1208,77,8/23/2018
3121,1539,21,9/5/2018
3122,1363,47,8/17/2018
3123,1639,49,11/19/2017
3124,1203,64,4/5/2018
3125,1402,43,3/21/2018
3126,1105,98,6/3/2018
3127,1185,47,6/3/2018
3128,1264,11,5/21/2018
3129,1430,31,1/26/2018
3130,1294,59,7/16/2018
3131,1618,59,11/9/2017
3132,1498,78,7/8/2018
3133,1827,99,4/4/2018
3134,1428,9,10/2/2017
3135,1400,28,6/13/2018
3136,1259,66,12/18/2017
3137,1516,86,4/2/2018
3138,1419,44,3/5/2018
3139,1848,86,7/21/2018
3140,1269,35,4/5/2018
3141,1873,30,8/23/2018
3142,1252,17,9/23/2017
3143,1709,100,10/17/2017
3144,1897,72,10/31/2017
3145,1827,25,4/1/2018
3146,1629,54,8/22/2018
3147,1555,11,7/14/2018
3148,1037,66,3/14/2018
3149,1043,44,5/29/2018
3150,1128,67,3/18/2018
3151,1138,14,10/8/2017
3152,1482,45,1/16/2018
3153,1092,66,3/23/2018
3154,1003,45,11/3/2017
3155,1122,78,7/19/2018
3156,1358,74,3/4/2018
3157,1901,50,7/20/2018
3158,1038,49,8/12/2018
3159,1042,6,10/27/2017
3160,1500,17,8/17/2018
3161,1433,86,2/15/2018
3162,1356,16,8/22/2018
3163,1818,83,3/15/2018
3164,1369,32,9/13/2017
3165,1559,10,7/18/2018
3166,1114,87,5/25/2018
3167,1820,5,9/3/2018
3168,1756,36,8/13/2018
3169,1563,45,3/11/2018
3170,1492,70,11/21/2017
3171,1339,91,9/5/2018
3172,1181,99,7/18/2018
3173,1744,54,10/26/2017
3174,1833,70,9/5/2018
3175,1200,25,5/10/2018
3176,1715,64,2/28/2018
3177,1132,93,1/19/2018
3178,1869,61,3/26/2018
3179,1964,16,7/12/2018
3180,1710,72,1/11/2018
3181,1017,84,10/7/2017
3182,1458,78,6/3/2018
3183,1447,46,10/10/2017
3184,1006,66,2/25/2018
3185,1209,17,1/27/2018
3186,1139,31,11/26/2017
3187,1472,49,3/17/2018
3188,1675,92,8/27/2018
3189,1442,21,3/20/2018
3190,1963,77,3/30/2018
3191,1333,28,1/31/2018
3192,1798,58,6/19/2018
3193,1304,40,6/17/2018
3194,1834,13,9/13/2017
3195,1107,33,10/4/2017
3196,1271,3,8/15/2018
3197,1653,83,7/25/2018
3198,1761,61,4/21/2018
3199,1855,52,5/19/2018
3200,1782,53,6/2/2018
3201,1811,34,8/24/2018
3202,1332,17,5/20/2018
3203,1146,14,11/29/2017
3204,1308,12,5/30/2018
3205,1697,13,5/30/2018
3206,1622,32,1/21/2018
3207,1534,100,4/9/2018
3208,1184,80,7/13/2018
3209,1382,74,12/27/2017
3210,1596,52,5/23/2018
3211,1906,64,11/10/2017
3212,1281,84,11/28/2017
3213,1448,5,11/30/2017
3214,1014,14,3/13/2018
3215,1371,74,11/14/2017
3216,1621,72,4/7/2018
3217,1637,41,9/10/2018
3218,1090,70,2/27/2018
3219,1811,2,11/25/2017
3220,1348,85,3/24/2018
3221,1865,11,7/28/2018
3222,1583,56,6/25/2018
3223,1096,17,2/26/2018
3224,1371,93,1/12/2018
3225,1548,93,8/27/2018
3226,1734,51,10/1/2017
3227,1227,55,10/28/2017
3228,1503,23,1/30/2018
3229,1670,15,10/8/2017
3230,1269,74,8/31/2018
3231,1331,41,2/6/2018
3232,1589,33,9/15/2017
3233,1422,31,6/5/2018
3234,1350,57,4/1/2018
3235,1976,59,6/11/2018
3236,1504,52,10/24/2017
3237,1512,50,7/20/2018
3238,1220,72,8/15/2018
3239,1946,33,6/17/2018
3240,1647,93,8/31/2018
3241,1505,23,4/21/2018
3242,1158,28,10/29/2017
3243,1772,90,4/12/2018
3244,1367,76,11/2/2017
3245,1312,58,7/1/2018
3246,1925,80,1/2/2018
3247,1102,37,8/21/2018
3248,1121,48,10/17/2017
3249,1678,51,7/2/2018
3250,1289,16,7/10/2018
3251,1192,94,9/4/2018
3252,1888,87,11/13/2017
3253,1957,56,8/29/2018
3254,1522,81,9/1/2018
3255,1163,70,3/28/2018
3256,1684,23,8/26/2018
3257,1721,83,9/4/2018
3258,1394,22,5/8/2018
3259,1829,14,5/15/2018
3260,1793,61,12/15/2017
3261,1924,36,8/24/2018
3262,1993,71,7/17/2018
3263,1169,92,10/4/2017
3264,1363,69,6/1/2018
3265,1395,19,9/22/2017
3266,1475,71,8/21/2018
3267,1708,68,6/3/2018
3268,1483,84,5/18/2018
3269,1175,49,3/14/2018
3270,1926,31,2/25/2018
3271,1813,35,6/4/2018
3272,1594,41,1/5/2018
3273,1046,64,10/2/2017
3274,1613,15,5/13/2018
3275,1168,68,8/8/2018
3276,1760,27,2/17/2018
3277,1288,68,10/21/2017
3278,1007,89,9/13/2017
3279,1179,66,6/28/2018
3280,1735,73,6/4/2018
3281,1242,6,7/29/2018
3282,1131,58,11/11/2017
3283,1584,41,10/3/2017
3284,1389,81,7/6/2018
3285,1152,3,3/20/2018
3286,1670,77,4/1/2018
3287,1174,73,12/19/2017
3288,1382,30,4/24/2018
3289,1603,69,11/2/2017
3290,1121,22,6/26/2018
3291,1517,60,10/26/2017
3292,1163,64,7/10/2018
3293,1546,55,3/20/2018
3294,1388,39,3/15/2018
3295,1102,100,2/20/2018
3296,1578,4,3/31/2018
3297,1772,61,2/19/2018
3298,1371,23,1/17/2018
3299,1216,93,10/5/2017
3300,1487,41,2/1/2018
3301,1293,82,9/4/2018
3302,1113,45,4/16/2018
3303,1027,59,9/28/2017
3304,1302,11,2/20/2018
3305,1648,61,8/30/2018
3306,1649,44,1/3/2018
3307,1648,48,6/24/2018
3308,1701,28,2/18/2018
3309,1091,50,2/11/2018
3310,1029,67,7/18/2018
3311,1273,70,5/2/2018
3312,1401,31,8/28/2018
3313,1953,98,4/2/2018
3314,1833,82,1/12/2018
3315,1632,40,12/1/2017
3316,1632,65,9/25/2017
3317,1708,26,5/12/2018
3318,1488,20,4/14/2018
3319,1225,66,7/29/2018
3320,1531,15,1/22/2018
3321,1138,87,6/8/2018
3322,1088,31,12/31/2017
3323,1125,69,2/11/2018
3324,1703,20,5/14/2018
3325,1815,56,12/16/2017
3326,1918,37,6/1/2018
3327,1623,86,12/6/2017
3328,1111,79,6/17/2018
3329,1271,4,5/11/2018
3330,1095,28,9/10/2018
3331,1235,21,1/11/2018
3332,1943,51,1/6/2018
3333,1149,47,2/4/2018
3334,1145,10,5/21/2018
3335,1310,68,1/15/2018
3336,1334,39,5/29/2018
3337,1819,92,10/30/2017
3338,1684,59,2/6/2018
3339,1713,5,10/29/2017
3340,1650,81,5/11/2018
3341,1156,32,3/30/2018
3342,1325,82,1/21/2018
3343,1036,73,4/18/2018
3344,1115,17,1/7/2018
3345,1504,20,9/21/2017
3346,1019,28,12/22/2017
3347,1073,94,2/23/2018
3348,1192,33,2/18/2018
3349,1068,95,12/31/2017
3350,1947,43,10/15/2017
3351,1663,97,2/17/2018
3352,1836,92,7/16/2018
3353,1981,22,7/6/2018
3354,1983,39,12/5/2017
3355,1380,89,1/19/2018
3356,1310,75,9/8/2018
3357,1964,59,5/8/2018
3358,1184,85,12/7/2017
3359,1015,26,6/27/2018
3360,1965,24,3/19/2018
3361,1904,71,10/20/2017
3362,1366,41,10/18/2017
3363,1567,81,2/3/2018
3364,1855,39,4/21/2018
3365,1252,59,2/27/2018
3366,1434,31,1/28/2018
3367,1239,43,2/3/2018
3368,1720,95,7/6/2018
3369,1285,7,6/21/2018
3370,1891,54,8/21/2018
3371,1181,89,5/18/2018
3372,1131,43,3/15/2018
3373,1807,74,3/16/2018
3374,1348,27,11/23/2017
3375,1068,29,10/14/2017
3376,1067,96,5/23/2018
3377,1816,46,1/31/2018
3378,1460,26,5/24/2018
3379,1063,16,9/18/2017
3380,1653,91,6/5/2018
3381,1191,63,5/7/2018
3382,1567,49,11/7/2017
3383,1895,8,7/5/2018
3384,1312,18,9/24/2017
3385,1582,68,1/5/2018
3386,1416,32,5/9/2018
3387,1697,85,11/2/2017
3388,1992,35,9/4/2018
3389,1402,94,8/21/2018
3390,1465,81,10/21/2017
3391,1360,95,6/3/2018
3392,1414,15,2/19/2018
3393,1899,96,10/31/2017
3394,1460,5,12/31/2017
3395,1640,5,9/10/2018
3396,1814,26,4/19/2018
3397,1919,72,12/28/2017
3398,1665,68,4/26/2018
3399,1459,16,3/11/2018
3400,1179,38,2/5/2018
3401,1700,25,1/8/2018
3402,1205,61,8/21/2018
3403,1556,97,1/26/2018
3404,1796,72,9/29/2017
3405,1461,61,6/2/2018
3406,1445,15,10/20/2017
3407,1160,36,3/1/2018
3408,1093,76,9/23/2017
3409,1471,31,9/1/2018
3410,1866,29,7/30/2018
3411,1581,19,11/16/2017
3412,1658,40,4/6/2018
3413,1506,22,7/20/2018
3414,1122,70,3/9/2018
3415,1919,79,11/25/2017
3416,1134,50,1/6/2018
3417,1581,42,7/23/2018
3418,1440,48,10/11/2017
3419,1384,40,1/22/2018
3420,1458,96,10/22/2017
3421,1001,13,7/7/2018
3422,1281,47,1/19/2018
3423,1503,91,11/18/2017
3424,1339,43,2/19/2018
3425,1966,3,5/2/2018
3426,1904,8,9/5/2018
3427,1668,26,3/6/2018
3428,1613,38,12/1/2017
3429,1947,83,8/30/2018
3430,1136,20,4/13/2018
3431,1399,75,1/23/2018
3432,1463,43,8/8/2018
3433,1375,11,5/23/2018
3434,1469,18,10/27/2017
3435,1262,7,3/17/2018
3436,1152,74,12/13/2017
3437,1032,31,12/15/2017
3438,1906,68,10/29/2017
3439,1013,43,7/7/2018
3440,1144,79,3/17/2018
3441,1974,88,8/27/2018
3442,1309,73,3/10/2018
3443,1755,26,1/1/2018
3444,1342,70,12/20/2017
3445,1443,20,1/6/2018
3446,1765,87,7/29/2018
3447,1690,7,6/4/2018
3448,1798,93,10/5/2017
3449,1389,10,7/8/2018
3450,1799,38,9/5/2018
3451,1717,48,3/2/2018
3452,1940,86,6/19/2018
3453,1627,6,1/24/2018
3454,1225,25,10/20/2017
3455,1517,73,9/25/2017
3456,1518,56,6/8/2018
3457,1392,77,10/7/2017
3458,1931,46,9/25/2017
3459,1425,37,1/23/2018
3460,1659,17,5/1/2018
3461,1043,9,10/19/2017
3462,1545,21,11/26/2017
3463,1028,9,10/25/2017
3464,1755,39,2/16/2018
3465,1850,86,9/11/2017
3466,1818,92,2/13/2018
3467,1724,26,1/28/2018
3468,1344,72,3/19/2018
3469,1695,66,2/24/2018
3470,1714,26,4/4/2018
3471,1288,78,8/7/2018
3472,1245,54,4/28/2018
3473,1813,9,8/15/2018
3474,1869,10,8/2/2018
3475,1212,58,5/16/2018
3476,1900,70,9/1/2018
3477,1231,27,11/4/2017
3478,1274,72,5/21/2018
3479,1763,4,9/2/2018
3480,1314,56,8/18/2018
3481,1772,91,9/6/2018
3482,1243,97,3/10/2018
3483,1289,57,11/6/2017
3484,1001,47,2/17/2018
3485,1099,23,11/10/2017
3486,1786,15,2/18/2018
3487,1600,72,9/15/2017
3488,1862,45,8/25/2018
3489,1663,38,5/20/2018
3490,1345,39,5/20/2018
3491,1560,85,7/22/2018
3492,1860,58,5/30/2018
3493,1873,52,2/9/2018
3494,1526,26,9/28/2017
3495,1693,3,11/19/2017
3496,1621,20,1/23/2018
3497,1221,87,7/22/2018
3498,1888,7,11/2/2017
3499,1798,45,8/19/2018
3500,1156,47,8/21/2018
3501,1588,84,8/13/2018
3502,1828,98,2/9/2018
3503,1278,78,2/3/2018
3504,1684,2,8/31/2018
3505,1370,82,6/30/2018
3506,1527,24,9/6/2018
3507,1703,21,9/26/2017
3508,1214,33,3/14/2018
3509,1582,52,5/23/2018
3510,1388,30,6/30/2018
3511,1551,20,10/1/2017
3512,1904,38,4/2/2018
3513,1382,89,6/20/2018
3514,1907,82,5/24/2018
3515,1939,61,9/20/2017
3516,1747,74,11/25/2017
3517,1545,69,4/16/2018
3518,1004,44,10/27/2017
3519,1075,92,5/15/2018
3520,1635,83,1/8/2018
3521,1601,24,6/2/2018
3522,1257,37,1/31/2018
3523,1052,61,12/30/2017
3524,1471,85,3/30/2018
3525,1042,63,12/3/2017
3526,1723,72,12/9/2017
3527,1635,94,3/6/2018
3528,1390,51,8/13/2018
3529,1933,84,8/6/2018
3530,1232,76,8/23/2018
3531,1842,82,8/22/2018
3532,1728,37,2/12/2018
3533,1095,35,12/28/2017
3534,1342,82,4/6/2018
3535,1435,66,8/16/2018
3536,1729,47,11/17/2017
3537,1612,75,10/27/2017
3538,1149,2,9/3/2018
3539,1343,77,4/16/2018
3540,1925,23,7/28/2018
3541,1236,40,7/8/2018
3542,1281,9,3/26/2018
3543,1034,37,12/31/2017
3544,1784,5,4/20/2018
3545,1037,60,2/24/2018
3546,1961,43,7/13/2018
3547,1970,11,11/8/2017
3548,1381,15,1/23/2018
3549,1229,96,8/1/2018
3550,1827,78,11/4/2017
3551,1151,23,8/16/2018
3552,1182,89,11/2/2017
3553,1688,54,3/22/2018
3554,1579,6,9/19/2017
3555,1622,3,7/30/2018
3556,1201,32,6/8/2018
3557,1319,16,1/13/2018
3558,1992,68,3/16/2018
3559,1380,75,1/27/2018
3560,1922,51,8/27/2018
3561,1542,83,12/5/2017
3562,1363,55,9/9/2018
3563,1625,43,4/21/2018
3564,1827,85,1/19/2018
3565,1798,11,9/12/2017
3566,1602,19,2/27/2018
3567,1755,33,2/25/2018
3568,1136,39,3/9/2018
3569,1635,55,12/5/2017
3570,1303,67,4/26/2018
3571,1793,74,10/25/2017
3572,1203,82,11/19/2017
3573,1540,4,4/29/2018
3574,1965,71,5/7/2018
3575,1354,88,11/12/2017
3576,1679,5,7/2/2018
3577,1099,58,11/1/2017
3578,1396,43,11/6/2017
3579,1333,18,1/13/2018
3580,1738,99,10/15/2017
3581,1110,61,8/14/2018
3582,1890,1,5/25/2018
3583,1600,99,3/18/2018
3584,1323,55,1/20/2018
3585,1529,90,4/16/2018
3586,1877,28,11/17/2017
3587,1932,76,5/29/2018
3588,1710,51,7/12/2018
3589,1561,69,8/25/2018
3590,1221,14,3/14/2018
3591,1755,15,4/15/2018
3592,1758,75,12/24/2017
3593,1681,96,4/2/2018
3594,1292,14,12/29/2017
3595,1319,1,7/5/2018
3596,1303,50,1/4/2018
3597,1408,66,12/11/2017
3598,1143,45,6/23/2018
3599,1005,88,11/6/2017
3600,1286,54,8/17/2018
3601,1726,100,2/15/2018
3602,1902,3,11/7/2017
3603,1230,63,5/3/2018
3604,1569,83,2/8/2018
3605,1094,68,7/6/2018
3606,1785,30,3/10/2018
3607,1385,78,3/6/2018
3608,1779,84,1/10/2018
3609,1133,11,3/16/2018
3610,1952,91,6/1/2018
3611,1507,21,11/23/2017
3612,1755,46,10/2/2017
3613,1382,37,3/13/2018
3614,1559,75,3/15/2018
3615,1373,11,3/13/2018
3616,1501,5,7/27/2018
3617,1788,81,3/13/2018
3618,1697,27,12/7/2017
3619,1617,33,4/18/2018
3620,1121,86,5/8/2018
3621,1587,15,8/23/2018
3622,1106,54,7/28/2018
3623,1152,100,12/28/2017
3624,1496,39,5/12/2018
3625,1190,25,9/3/2018
3626,1935,79,1/24/2018
3627,1171,17,10/7/2017
3628,1751,2,8/16/2018
3629,1066,75,3/22/2018
3630,1967,33,8/20/2018
3631,1541,25,10/20/2017
3632,1887,9,11/23/2017
3633,1690,19,8/16/2018
3634,1521,60,9/24/2017
3635,1994,4,7/15/2018
3636,1191,29,8/27/2018
3637,1366,40,2/23/2018
3638,1645,56,7/2/2018
3639,1092,60,10/25/2017
3640,1446,16,9/25/2017
3641,1981,49,8/24/2018
3642,1472,65,7/17/2018
3643,1236,45,11/26/2017
3644,1233,95,12/10/2017
3645,1476,49,10/4/2017
3646,1626,6,9/19/2017
3647,1716,51,10/23/2017
3648,1586,47,12/9/2017
3649,1058,17,11/30/2017
3650,1715,2,4/16/2018
3651,1571,94,11/24/2017
3652,1382,80,1/30/2018
3653,1531,48,4/19/2018
3654,1877,69,8/29/2018
3655,1006,5,9/19/2017
3656,1230,12,11/20/2017
3657,1352,33,1/4/2018
3658,1133,89,3/6/2018
3659,1907,49,11/27/2017
3660,1225,83,12/29/2017
3661,1399,90,10/20/2017
3662,1578,47,11/17/2017
3663,1133,43,2/8/2018
3664,1678,24,12/16/2017
3665,1531,98,12/5/2017
3666,1846,8,1/13/2018
3667,1983,22,12/21/2017
3668,1388,39,3/15/2018
3669,1333,86,5/1/2018
3670,1252,96,3/27/2018
3671,1902,23,12/31/2017
3672,1403,80,12/1/2017
3673,1338,50,2/3/2018
3674,1688,96,7/1/2018
3675,1241,26,11/21/2017
3676,1520,77,8/26/2018
3677,1392,90,1/8/2018
3678,1122,46,10/2/2017
3679,1252,11,3/19/2018
3680,1126,9,3/25/2018
3681,1351,88,8/29/2018
3682,1878,77,6/6/2018
3683,1046,23,10/8/2017
3684,1300,27,3/18/2018
3685,1531,88,4/11/2018
3686,1053,14,6/8/2018
3687,1763,70,9/6/2018
3688,1825,54,9/14/2017
3689,1597,88,3/15/2018
3690,1751,71,6/15/2018
3691,1843,39,7/1/2018
3692,1779,87,4/21/2018
3693,1352,82,6/10/2018
3694,1606,40,10/13/2017
3695,1259,91,4/11/2018
3696,1427,10,2/28/2018
3697,1262,72,3/18/2018
3698,1118,74,12/20/2017
3699,1555,4,12/3/2017
3700,1030,15,5/14/2018
3701,1017,54,1/9/2018
3702,1699,49,11/25/2017
3703,1476,79,5/1/2018
3704,1513,32,10/3/2017
3705,1500,52,1/25/2018
3706,1974,90,11/15/2017
3707,1174,43,10/26/2017
3708,1270,18,11/12/2017
3709,1056,9,1/11/2018
3710,1158,99,1/8/2018
3711,1085,15,1/23/2018
3712,1482,89,12/25/2017
3713,1501,78,12/28/2017
3714,1150,25,2/3/2018
3715,1216,23,11/3/2017
3716,1026,94,10/1/2017
3717,1657,60,2/27/2018
3718,1948,94,1/25/2018
3719,1788,39,8/1/2018
3720,1362,84,6/12/2018
3721,1913,37,9/24/2017
3722,1513,89,10/13/2017
3723,1068,46,5/4/2018
3724,1772,22,1/31/2018
3725,1130,62,6/5/2018
3726,1551,97,12/5/2017
3727,1070,8,1/2/2018
3728,1640,14,2/16/2018
3729,1025,91,3/10/2018
3730,1360,6,1/8/2018
3731,1906,3,2/14/2018
3732,1292,64,11/13/2017
3733,1727,78,6/11/2018
3734,1682,56,6/17/2018
3735,1075,20,10/15/2017
3736,1418,44,9/5/2018
3737,1889,27,1/26/2018
3738,1584,46,1/6/2018
3739,1538,73,6/15/2018
3740,1223,49,4/12/2018
3741,1191,83,5/8/2018
3742,1061,75,10/12/2017
3743,1723,90,4/18/2018
3744,1713,13,1/10/2018
3745,1926,4,11/18/2017
3746,1364,72,1/27/2018
3747,1122,89,8/4/2018
3748,1093,10,3/8/2018
3749,1288,53,9/8/2018
3750,1251,66,12/4/2017
3751,1336,47,2/6/2018
3752,1577,88,3/27/2018
3753,1327,63,11/29/2017
3754,1415,39,11/5/2017
3755,1292,100,4/15/2018
3756,1778,28,11/8/2017
3757,1970,69,4/6/2018
3758,1718,51,8/9/2018
3759,1528,26,7/1/2018
3760,1981,83,9/10/2018
3761,1490,85,12/31/2017
3762,1171,94,1/5/2018
3763,1667,38,6/27/2018
3764,1316,74,8/29/2018
3765,1438,58,8/20/2018
3766,1063,12,11/24/2017
3767,1269,40,9/22/2017
3768,1278,16,10/2/2017
3769,1323,23,3/6/2018
3770,1787,89,11/29/2017
3771,1149,79,4/5/2018
3772,1092,51,5/6/2018
3773,1055,31,11/10/2017
3774,1269,24,4/7/2018
3775,1401,93,6/12/2018
3776,1970,57,11/28/2017
3777,1061,92,2/2/2018
3778,1810,49,2/15/2018
3779,1417,73,12/13/2017
3780,1717,73,5/8/2018
3781,1197,4,11/1/2017
3782,1842,64,2/24/2018
3783,1399,80,11/5/2017
3784,1799,9,12/18/2017
3785,1897,90,6/2/2018
3786,1614,19,8/18/2018
3787,1912,14,10/2/2017
3788,1408,72,6/27/2018
3789,1367,37,12/29/2017
3790,1065,81,11/15/2017
3791,1019,78,11/27/2017
3792,1267,81,7/4/2018
3793,1295,68,4/8/2018
3794,1356,37,9/27/2017
3795,1489,66,11/14/2017
3796,1595,37,7/21/2018
3797,1208,56,8/28/2018
3798,1765,70,11/7/2017
3799,1953,95,2/20/2018
3800,1300,96,12/29/2017
3801,1322,5,7/18/2018
3802,1222,77,6/23/2018
3803,1261,67,5/31/2018
3804,1552,98,5/31/2018
3805,1341,46,7/18/2018
3806,1750,17,12/9/2017
3807,1412,32,10/23/2017
3808,1969,52,9/30/2017
3809,1168,4,10/23/2017
3810,1684,25,1/3/2018
3811,1772,38,1/3/2018
3812,1962,2,10/23/2017
3813,1229,20,2/10/2018
3814,1741,19,11/27/2017
3815,1760,58,11/2/2017
3816,1549,28,11/8/2017
3817,1528,61,3/16/2018
3818,1380,4,5/25/2018
3819,1870,74,10/15/2017
3820,1345,76,3/24/2018
3821,1845,63,10/21/2017
3822,1108,71,2/3/2018
3823,1571,91,12/16/2017
3824,1050,57,4/30/2018
3825,1564,77,8/2/2018
3826,1465,67,3/13/2018
3827,1501,22,9/17/2017
3828,1728,4,3/24/2018
3829,1376,36,4/6/2018
3830,1720,20,12/20/2017
3831,1760,92,9/30/2017
3832,1916,44,5/22/2018
3833,1212,79,5/24/2018
3834,1030,66,12/18/2017
3835,1216,16,3/10/2018
3836,1023,72,9/7/2018
3837,1780,38,9/3/2018
3838,1309,86,7/26/2018
3839,1265,67,1/9/2018
3840,1607,30,6/20/2018
3841,1428,87,12/28/2017
3842,1259,43,5/9/2018
3843,1125,55,10/2/2017
3844,1409,11,10/29/2017
3845,1561,44,2/14/2018
3846,1317,43,3/28/2018
3847,1503,54,4/15/2018
3848,1620,72,2/28/2018
3849,1226,91,1/6/2018
3850,1048,10,2/14/2018
3851,1548,42,9/22/2017
3852,1085,61,7/13/2018
3853,1870,66,9/20/2017
3854,1894,15,11/17/2017
3855,1617,90,11/19/2017
3856,1499,8,3/23/2018
3857,1969,85,3/2/2018
3858,1680,84,6/28/2018
3859,1652,15,8/30/2018
3860,1665,16,12/10/2017
3861,1479,91,3/9/2018
3862,1070,36,11/16/2017
3863,1753,20,8/20/2018
3864,1777,99,7/11/2018
3865,1461,76,5/12/2018
3866,1942,38,3/7/2018
3867,1058,54,8/17/2018
3868,1195,34,2/26/2018
3869,1934,14,10/3/2017
3870,1877,59,7/23/2018
3871,1928,35,1/22/2018
3872,1002,18,9/1/2018
3873,1997,41,7/29/2018
3874,1935,63,3/10/2018
3875,1455,30,12/16/2017
3876,1060,94,7/19/2018
3877,1636,44,9/23/2017
3878,1996,58,11/29/2017
3879,1588,42,10/27/2017
3880,1002,99,5/19/2018
3881,1804,37,10/30/2017
3882,1665,21,10/3/2017
3883,1929,84,4/17/2018
3884,1105,62,5/10/2018
3885,1540,14,2/1/2018
3886,1774,19,7/9/2018
3887,1176,47,11/2/2017
3888,1208,56,4/3/2018
3889,1831,49,5/3/2018
3890,1490,64,1/21/2018
3891,1071,68,5/5/2018
3892,1913,70,10/13/2017
3893,1791,85,12/8/2017
3894,1957,22,1/16/2018
3895,1768,85,2/9/2018
3896,1768,100,7/10/2018
3897,1961,5,10/8/2017
3898,1470,41,10/31/2017
3899,1900,37,4/11/2018
3900,1624,4,8/3/2018
3901,1961,62,12/4/2017
3902,1711,16,2/28/2018
3903,1554,42,4/19/2018
3904,1499,66,7/31/2018
3905,1304,89,9/24/2017
3906,1174,92,2/27/2018
3907,1333,55,2/22/2018
3908,1903,79,12/23/2017
3909,1996,80,4/29/2018
3910,1162,48,7/26/2018
3911,1886,33,12/13/2017
3912,1002,13,7/29/2018
3913,1873,41,5/16/2018
3914,1970,86,2/23/2018
3915,1346,93,10/25/2017
3916,1947,41,7/25/2018
3917,1209,42,10/27/2017
3918,1267,69,1/28/2018
3919,1448,23,4/8/2018
3920,1645,44,5/7/2018
3921,1063,48,9/1/2018
3922,1485,40,12/22/2017
3923,1050,92,5/5/2018
3924,1121,16,1/23/2018
3925,1179,48,9/14/2017
3926,1704,6,8/16/2018
3927,1769,7,5/5/2018
3928,1642,2,1/31/2018
3929,1438,60,3/10/2018
3930,1824,19,8/27/2018
3931,1705,53,3/1/2018
